ID,original_ID,tweet,sarcastic,rephrase
7441,sign_5787, 3 45 am and the cat is chasing imaginary mice around the bedroom yeahhh i love the cat,1, i am annoyed that my cat is chasing imaginary mice around the bedroom at 3 45
13536,sign_4728, love the fact my friends aren't boring and actually come out,1, hate the fact that my friends are boring and they didn t come out
5778,sign_13562, don't worry bochy give posey hat rest he needs since he's getting up in age,1, don't worry bochy give posey hat rest he needs since he's getting up in age
11615,sign_8184, what a great day,1, what a bad day
14297,train_1095,Living with a str*ight man is like living with a four year old,0,
5042,train_2689,Pironkova: it’s just a game. Serena: I am the game,0,
6470,train_2331,just rang 6 of my friends and none of them picked up https://t.co/EtbEo4LqQK,0,
3690,test_a_1206,Whenever I have a week + annual leave the first three days are spent trying to switch off from work so hard,0,
13868,sign_2359, wide awake and i have to be at work at 7 30 am love my life,1, wide awake and i have to be at work at 7 30 am hate my life
9599,sign_9475, so this kid has to stay in until saturday she's cooperated so well the entire pregnancy i'm sure this will be a breeze,1, this kid has not cooperated the entire pregnancy this will not be easy
4637,sign_2125, i always take a shower before my brother and before 6 50 he ask me if i'm taking a shower uh no i'm going to lay in bed,1, i always take a shower before my brother and before 6 50 he ask me if i'm taking a shower what a stupid question
7187,sign_10356, nooo megarich ppl w light speed communications wouldn't conspire to take over the world,1, mega rich people are conspiring to take over the world
6508,sign_13747, computer misbehaving at 2 30 pm on a monday is super great for productivity,1, computer nicely behaving at 2 30 pm on a monday is super flop for productivity
14573,sign_12739, i starting out the day with a dead battery especially when i've only been on the new job for 2 weeks amp get to go in late,1, i am starting out the day with a dead battery especially when i've only been on the new job for 2 weeks i should not be late
19421,train_3284,Got a strong urge to go down one of those pitch black tunnel slides and just vibe,0,
16088,sign_3318, oh yeah this is gonna be fun dealing with complaints all night due to a wedding party,1, nothing bad like everyone in daddios yelling ayyyy we want some pusssssssaaaaaaaay
15935,train_962,Cannot cope with uni reading it's doing my head in!,0,
11286,train_1124,crocheting is hard,0,
245,sign_14547, a curry blind left handed hook pass results in a turnover ? ? no way gtfo who could have seen that coming ?,1, a curry blind left handed hook pass results in a turnover i saw it coming
6513,sign_8608, today just keeps getting better,1, today is bad
12892,train_2594,This Country is absolute crackers i love it so much,0,
18576,sign_13431, everyone is always so happy when jarrod is around,1, everyone hates jarrod
14758,sign_3353, i wish we would've moved to texas 2 years ago maybe i would've actually had a coach that logged stats but no i'm here great,1, i wish we would've moved to texas 2 years ago maybe i would've actually had a coach that logged stats but no this disappoints
13865,train_151,dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1,"My date got cancelled, and I got ready for nothing."
11342,sign_10343, not that i'm afraid of heights i'm afraid of falling same difference lmao level 100,1, i'm scared of falling
10884,sign_3307, i love how i bust my ass amp take no breaks while u slack off why not ? u got the weekend off 2 do nothing i gotta work who cares,1, i hate working on weekends without breaks
7609,sign_1144, nice work embarassing yourself arsen good job,1, terrible job arsen embarrassing yourself like that
2803,sign_14271, aren't you just so darn perfect ?,1, you are not perfect
2644,sign_13847, cavs vs warriors wow never thought i'd see the day,1, cavs vs warriors damn always thought i'd not see the day
19368,test_a_75,What a beautiful image and sentiment 😊,0,
17729,sign_11561, if twitter crashes one more time it's gonna be some dread head potter stone boys in its lobby,1, if twitter crashes one more time it's gonna be some dread head potter stone boys in its lobby
5520,sign_2944, checking papers on a weekend is how i spend my off this is so relaxing,1, checking papers on a weekend is how i spend my day off this is no where relaxing
3552,sign_7900, within 1 month i've been watching you have you ever been slapped by someone ? we do really concern with time,1, within 1 month i've been watching you have you ever been slapped by someone ? we do really concern with time
14574,sign_1735, hope you sleep better tonight tolleson,1, hope you did not have a terrible sleep again tonight tolleson
8717,sign_530, good job mo just what we need people carrying guns on college campuses that will make everyone safer,1, this is on call for mo not what we need people carrying guns on college campuses that will make everyone scared
9927,sign_6642, ohhhh how much i love writing police reports,1, i hate writing police reports
19807,train_902,Leaving this assignment to the last minute was probably not a smart move #w100,0,
3256,test_a_939,Officially promoted to General Manager 😁 Today has been a good news day,0,
454,sign_1162, i love traffic,1, i hate traffic
18291,train_3183,"if he’s:
- smooth talkin
- so rockin
- got everythin that a girls wantin
- a cutie
- plays it groovy
- you cant help yourself from doin something stupid 
- think your fallin for his smile
- butterflies when he says your name
- got somethin special
Then:
-he’s probably just tall",0,
7707,sign_11118, kane taking 90 of england s set pieces top management that is roy,1, kane taking 90 of england s set pieces terrible management that is roy
960,sign_2294, this whole week has made my heart and soul feel so warm and fuzzy,1, this whole week has made my heart and soul feel so cold and icy
4614,sign_8109, what ? you don't leave liberatore in ?,1, what ? you don't leave liberatore in ?
2482,train_3052,"how do i explain to a potential roommate that i like gaudy cringey items not in a “haha this statement is so funny” but in a new-age, ironic, my life is satire, millenialcore kind of way",0,
8221,sign_5071, yes mum i was doing homework no i was most certainly not on youtube,1, no mom i was not using youtube and instead was doing my homework
